barcode,itemcallnumber,isbn,title,subtitle,author,pages,publishercode,copyrightdate,price
9290,"620.192 N97 HAW.Y",,"Physics of glassy polyme",,"Haward, R.N. [ed.]",,"Applied Science Publisher",1973,
9293,"302.2244 T00 OSH",,"Speech communications",":human and machine","O'Shaughnessy, Douglas",,"Wiley India",2000,895.00
9294,"306.44 T10 WAR",,"Introduction to sociolinguistics",,"Wardhaugh, Ronald",,"Wiley Blackwell",2010,
9295,"410 T08 FRE.O",,"Foundational issues in linguistic theory",":essays in honor of Jean-Roger Vergnaud","Freidin, Robert [ed.]",,"MIT Press",2008,
9296,"414 T13 ZSI",,"Sounds of language",,"Zsiga, Elizabeth C.",,"Wiley Blackwell",2013,
9297,"415 T04 GUE.L",,"Syntax of time",,"Gueron, Jacqueline[ed.]",,"MIT Press",2004,
9298,"551.48 T12 CHA.C",,"Buoyancy driven flow",,"Chassignet, Eric P. [ed.]",,"Cambridge University Press",2012,
9299,"551.462 T13 RAD",,"Double diffusive convection",,"Radko, Timour",,"Cambridge University Press",2013,
9300,"495 T07 BAY.B",,"Linguistic theory and South Asian Languages",":essays in honour of K.A. Jayaseelan","Bayer, Josef [ed.]",,"John Benjamins Publishing",2007,
9301,"532.05 T12 GUA.M",,"Physical introduction to suspension dynamics",,"Guazzelli, Elisabeth and Morris, Jeffrey F.",,"Cambridge University Press",2012,
9302,"620.1064 T09 PRO.T",,"Computational method of multiphase flow",,"Prosperetti, Andrea and Tryggvason, Gretar",,"Cambridge University Press",2009,
9303,"629.8042 T07 GAD",,"Flow control",":passive, active and reactive flow management",Gad-el-hak,,"Cambridge University Press",2007,
9304,"414 N90 KIN.B",,"Paper laboratory phonology 1",":between the grammar and physics of speech","Kingston, John and Beckman, Mary E.",,"Cambridge University Press",1990,
9305,"620.1064 T05 BRE",,"Fundamental of multiphase flow",,"Brennen, Christopher E.",,"Cambridge University Press",2005,
9308,"541.22 T11 MAY.K",,"Charge and energy transfer dynamics in molecular systems",,"May, Volkhard. and Kuhn, Oliver.",,"Wiley- VCH",2011,
9309,"577.82 T11 MOR",,"Community ecology",,"Morin, Peter J.",,"Wiley Blackwell",2011,
9310,"418 T11 SCH",,"Introduction to applied linguistics",,"Schmitt, Norbert",,"Hodder Education",2011,495.00
9311,"616.8914 T14 SEL.R",,"Theories of counseling and psychotheraphy",,"Seligman, Linda",,"PHI Learning",2014,550.00
9312,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9313,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9314,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9315,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9316,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9317,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9318,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9319,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9320,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9321,"519.5 T03 MIL.A",9780070636941,"Introduction to probability and statistics",": principles and applications for engineering and the computing sciences","Milton, J. Susan",798p.,"Tata McGraw Hill Education",2003,750.00
9322,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9323,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9324,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9325,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9326,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9327,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9328,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9329,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9330,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9331,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9332,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9333,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9334,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9335,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9336,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9337,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9338,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9339,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9340,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9341,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9342,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9343,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9344,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9345,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9346,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9347,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9348,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9349,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9350,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9351,"621.56 T08 DOM.D",,"Refrigeration and air conditioning data book",,"Domkundwar, A.V. and Domkundwar, V.M.",,"Dhanpat Rai",2008,150.00
9352,"401.43 T05 ELB",,"Situations and individuals",,"Elbourne, Paul D.",,"MIT Press",2005,
9353,"410.72043712 N95 TOM",,"Magic of a common language",":Jokobson, Mathesius, Trubetzkoy and the Prague linguistic circle","Toman, Jinrich",,"MIT Press",2003,
9354,"414 N73 FAN",,"Speech sound and features",,"Fant, Gunnar",,"MIT Press",1973,
9355,"410 T07 TRA",,"Language and linguistics",":key concepts","Trask, R.L.",,Routledge,2007,
9356,"401.93 T06 NIY",,"Computational nature of language learning and evolution",,"Niyogi, Partha",,"MIT Press",2006,
9357,"414 T09 RAI.C",,"Comtemporary view on architecture and representations in phonology",,"Raimy, Eric[ed.]",,"MIT Press",2009,
9358,"621.40225 T01 POP.I",,"Convective heat transfer",":mathematical and computational modelling of viscous fluids and porous media","Pop, Ioan and Ingham, Derek B.",,Pergamon,2001,
9359,"629.1323 T13 CAM",,"Noise sources in turbulent shear flows",":fundamentals and applications","Camussi, Roberto [ed.]",,Springer,2013,
9360,"541.33 T12 KOL",,"Surface science","foundations of catalysis and nanoscience","Kolasinski, Kurt W.",,"John Wiley & Sons",2012,
9361,"571.43 T13 OCH.A",,"Advances in bio-mechanical systems and materials",,"Ochsner, Andreas[ed.]",,Springer,2013,
9362,"541.395 N92 GAT",,"Catalytic chemistry",,"Gates, B.C.",,"John Wiley",1992,
9363,"535.352 T13 HAN",,"Fluorescence in bio inspired nanotechnology",":fit as probe, then as function","Hannestad, Jonas",,Springer,2013,
9364,"530.12 T13 BER.H",,"Introduction to the theory of quantum information processing",,"Bergou, Janos A. and Hillery, Mark",,Springer,2013,
9365,"530.15 T13 HAS",,"Mathematical physics",":a modern introduction to its foundations","Hassani, Sadri",,Springer,2013,
9366,"610.28 T13 GEF",,"Multiscale computer modeling in biomechanics and biomedical engineering",,"Gefen, Amit [ed.]",,Springer,2013,
9367,"620.11295 T13 AOY.K",,"Optical properties of advanced materials",,"Aoyagi, Yoshinobu [ed.]",,Springer,2013,
9368,"571.43 T13 SIL.T",,"Preventive biomechanics",":optimizing support systems for the human body in the lying and sitting position","Silber, Gerhard and Then, Christophe",,Springer,2013,
9369,"530.1201 T13 CHA.G",,"Quantum entanglement in electron optics",":generation, characterization, and applications","Chandra, N. and Ghosh, R.",,Springer,2013,
9370,"531.112 T13 HUA.L",,"Theory of parallel mechanisms",,"Huang, Zhen",,Springer,2013,
9371,"516.35 T13 SHA",,"Basic algebraic geometry 1",":varieties in projective space","Shafarevich, Igor R.",,Springer,2013,
9372,"516.35 T13 SHA",,"Basic algebraic geometry 2",":schemes and complex manifolds","Shafarevich, Igor R.",,Springer,2013,
9373,"519.5 T13 BON",,"Statistics and analysis of scientific data",,"Bonamente, Massimiliano",,Springer,2013,
9374,"512.24 T13 KUN",,"Introduction to commutative algebra and algebraic geometry",,"Kunz, Ernst",,Birkhauser,2013,
9375,"519.542 T13 ALI",,"Fundamentals of the fuzzy logic based generalized theory of decisions",,"Aliev, Rafik Aziz",,Springer,2013,
9376,"518.28 T13 STE",,"Stochastic world",,"Stepanov, S.",,Springer,2013,
9377,"537.2446 T13 QIN",,"Advanced mechanics of piezoelectricity",,"Qin, Qing Hua",,Springer,2013,
9378,"518.282 T13 SHO",,"Finance with Monte Carlo",,"Shonkwiler, Ronald W.",,Springer,2013,
9379,"519.233 T13 BAL.P",,"Functionals of multidimensional diffusions with applications to finance",,"Baldeaux, Jan and Platen, Eckhard",,Springer,2013,
9380,"658.4083 T13 LUO",,"Mechanism design for sustainability",":techniques and cases","Luo, Zongwei[ed.]",,Springer,2013,
9381,"519.23 T13 PAU.B",,"Stochastic processes",":from physics to finance","Paul, Wolfgang and Baschnagel, Jorg",,Springer,2013,
9382,"629.892 T13 MAV.F",,Nanorobotics,":current approaches and techniques","Mavroidis, Constantinos[ed.]",,Springer,2013,
9383,"511.5 T09 DIE",9783642142789,"Graph theory",,"Diestel, Reinhard",436p.,Springer,2009,2744.15
9385,"629.2 T06 DAL",9789380931364,"Automotive air-conditioning and climate control systems",,"Daly, Steven",362p.,Elsevier,2006,795.00
9386,"410 N93 HAL.K",,"View from building 20",":essays in linguistics in honor of Sylvain bromberger","Hale, Kenneth[ed.]",,"MIT Press",1993,
9387,"415 T09 HAN.I",,"Nature of the world",":studies in honor of Paul Kipaky","Hanson, Kristin [ed.]",,"MIT Press",2009,
9388,"415 T02 CHO",9783110172799,"Syntactic structures",,"Chomsky, Noam",117p,"Mouton De Gruyter",2002,1703.00
9389,"74.50184 T07 MAY.M",,"Theoretical ecology","principles and applications","May, Robert and McLean, Angela",,"Oxford University Press",2007,695.00
9390,"629.2504 T12 ZHA",,"Laser diagnostics and optical measurement techniques in internal combustion engines",,"Zhao, Hua",,"SAE International",2012,
9391,"629.246 T11 LIM",,"Brake design and safety",,"Limpert, Rudolf",,"SAE International",2011,
9393,"332.0151955 T10 TSA",9788126548934,"Analysis of financial time series",,"Tsay, Ruey S.",677p.,"Wiley India,",2010,689.00
9395,"338.90091724 T12 TOD.S",,"Economic development",,"Todaro, Michael P. and Smith, Stephan C.",,Pearson,2012,650.00
9401,"421.5 T09 ROA",,"English phonetics and phonology",":a practical course","Roach, Peter",,Cambridge,2009,340.00
9402,"421.5 T09 ROA",,"English phonetics and phonology",":a practical course","Roach, Peter",,Cambridge,2009,340.00
9403,"421.5 T09 ROA",,"English phonetics and phonology",":a practical course","Roach, Peter",,Cambridge,2009,340.00
9404,"421.5 T09 ROA",,"English phonetics and phonology",":a practical course","Roach, Peter",,Cambridge,2009,340.00
9405,"421.5 T09 ROA",,"English phonetics and phonology",":a practical course","Roach, Peter",,Cambridge,2009,340.00
9411,"421.5 T08 COL.M",9780415425148,"Practical phonetics and phonology",": a resource book for students","Collins, Beverley",305p.,Routledge,2008,450.00
9412,"421.5 T08 COL.M",9780415425148,"Practical phonetics and phonology",": a resource book for students","Collins, Beverley",305p.,Routledge,2008,450.00
9413,"421.5 T08 COL.M",9780415425148,"Practical phonetics and phonology",": a resource book for students","Collins, Beverley",305p.,Routledge,2008,450.00
9414,"421.5 T08 COL.M",9780415425148,"Practical phonetics and phonology",": a resource book for students","Collins, Beverley",305p.,Routledge,2008,450.00
9415,"421.5 T08 COL.M",9780415425148,"Practical phonetics and phonology",": a resource book for students","Collins, Beverley",305p.,Routledge,2008,450.00
9416,"302.23014 T08 DUR.L",,"Language and media",":a resource book for students","Durant, Alan and Lambrou, Marina",,Routledge,2008,445.00
9417,"401.41 T08 CUT",,"Pragmatics and discourse",":resource book for students","Cutting, John",,Routledge,2008,495.00
9418,"421.5 N92 GIE",,"English phonology",":an introduction","Giegerich, Heinz J.",,Cambridge,1992,395.00
9419,"417.7 T00 CRY",,"Language death",,"Crystal, David",,Cambridge,2000,395.00
9424,"629.222 T12 RAM",9788120346109,"Automotive engineering",,"Ramakrishna, Kamaraju",344p.,"PHI Learning",2012,325.00
9425,"629.222 T12 RAM",9788120346109,"Automotive engineering",,"Ramakrishna, Kamaraju",344p.,"PHI Learning",2012,325.00
9426,"629.222 T12 RAM",9788120346109,"Automotive engineering",,"Ramakrishna, Kamaraju",344p.,"PHI Learning",2012,325.00
9427,"571.6 T11 BOL.H",,"Cell biology",":a short course","Bolsover, Stephen R.",,"Wiley- Blackwell",2011,
9428,"571.6 T11 BOL.H",,"Cell biology",":a short course","Bolsover, Stephen R.",,"Wiley- Blackwell",2011,
9430,"610.28 T13 RAT.H",9780123746269,"Biomaterials science",":an introduction to materials in medicine",,1519p.,Elsevier,2013,7683.94
9431,"621.89 T12 BAS.S",,"Fundamentals of tribology",,"Basu, S. K.",,"PHI Learning",2012,250.00
9432,"621.89 T12 BAS.S",,"Fundamentals of tribology",,"Basu, S. K.",,"PHI Learning",2012,250.00
9433,"621.89 T12 BAS.S",,"Fundamentals of tribology",,"Basu, S. K.",,"PHI Learning",2012,250.00
9434,"621.89 T12 BAS.S",,"Fundamentals of tribology",,"Basu, S. K.",,"PHI Learning",2012,250.00
9435,"621.89 T12 BAS.S",,"Fundamentals of tribology",,"Basu, S. K.",,"PHI Learning",2012,250.00
9437,"332.015195 T08 BRO",,"Introductory econometrics for finance",,"Brooks, Chris",,Cambridge,2008,
9438,"414.6 T01 LOM",,"Segmental phonology in optimality theory",":constraints and representations","Lombardi, Linda [ed.]",,"Cambridge University Press",2001,
9440,"616.9 T08 KEE.R",,"Modelling infectious diseases",":in humans and animals","Keeling, Matt J. and Rohani, Pejman",,"Princeton University Press",2008,
9441,"577.852 T14 BAS.J",,"Mutualistic networks",,"Bascompte, Jordi and Jordano, Pedro.",,"Princeton University Press",2014,
9442,"610.284 T14 AGR.O",,"Introduction to biomaterials",":basic theory with engineering applications","Agrawal, C.M.",,"Cambridge University Press",2014,
9443,"610.284 T14 AGR.O",,"Introduction to biomaterials",":basic theory with engineering applications","Agrawal, C.M.",,"Cambridge University Press",2014,
9444,"629.244 T11 NAU.B",,"Automotive transmissions",":fundamentals, selection, design and application","Naunheimer, H.",,Springer,2011,
